ra,dec,elon,elat,glon,glat,ls_id,ref_id,targetid,ra_ivar,dec_ivar,dchisq_psf,dchisq_rex,dchisq_dev,dchisq_exp,dchisq_ser,ebv,flux_g,flux_r,flux_z,flux_ivar_g,flux_ivar_r,flux_ivar_z,mw_transmission_g,mw_transmission_r,mw_transmission_z,fracflux_g,fracflux_r,fracflux_z,fracmasked_g,fracmasked_r,fracmasked_z,fracin_g,fracin_r,fracin_z,psfdepth_g,psfdepth_r,psfdepth_z,galdepth_g,galdepth_r,galdepth_z,flux_w1,flux_w2,flux_w3,flux_w4,flux_ivar_w1,flux_ivar_w2,flux_ivar_w3,flux_ivar_w4,mw_transmission_w1,mw_transmission_w2,mw_transmission_w3,mw_transmission_w4,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,ref_epoch,shape_r,shape_e1,shape_e2,shape_r_ivar,shape_e1_ivar,shape_e2_ivar,sersic,sersic_ivar,gaia_phot_g_mean_mag,gaia_phot_g_mean_flux_over_error,gaia_phot_bp_mean_mag,gaia_phot_bp_mean_flux_over_error,gaia_phot_rp_mean_mag,gaia_phot_rp_mean_flux_over_error,gaia_phot_bp_rp_excess_factor,gaia_astrometric_sigma5d_max,parallax,parallax_ivar,pmra,pmra_ivar,pmdec,pmdec_ivar,random_id,brickid,htm9,ring256,nest4096,brick_objid,release,nobs_g,nobs_r,nobs_z,allmask_g,allmask_r,allmask_z,wisemask_w1,wisemask_w2,maskbits,gaia_astrometric_params_solved,gaia_duplicated_source,brickname,morphtype,ref_cat,dist_arcsec,known_status
135.7618585,31.17701472,129.1263741,13.74134002,193.8272472,40.51759903,9.90663E+15,7.11738E+17,3.96285E+16,3.58E+14,6.46E+14,770410.25,770459.9,770552.8,770545.1,0,0.024193276,25.290695,35.398643,39.123238,578.94775,252.75165,54.503265,0.93088734,0.95290285,0.97337633,1.03E-07,2.59E-07,3.95E-07,0.0020738,0.002348089,0.00407932,0.99947685,0.999369,0.9989491,1914.23,747.7838,71.44274,1323.9718,466.08603,43.016182,9.146603,5.9196696,-27.39976,652.9576,3.0465581,0.6753434,0.000607202,8.11E-06,0.9959084,0.9974852,0.99946314,0.9997972,19.593855,27.424942,30.310558,19.593855,27.424942,30.310558,2015.5,0,0,0,0,0,0,0,0,18.702675,577.1435,18.961376,43.65763,18.178942,49.13972,1.2678398,0.3929704,0.054751325,12.334793,3.015212,7.596853,-11.1666,12.316975,13.770679,502363,3929902,189314,20714314,2158,9010,4,4,3,0,0,0,0,0,0,31,f,1358p312,PSF,G2,1.05E-07,Unknown
12.16095308,31.87511654,24.26325324,24.41452944,122.2399441,-30.99287682,9.90663E+15,3.60551E+17,3.96285E+16,5.42E+13,1.99E+14,309520.12,309528.16,309553.78,309551.44,0,0.066695765,15.569241,16.682627,16.294706,730.8823,397.21893,82.145035,0.8208351,0.8754704,0.928309,7.20E-05,0.000105981,0.000753809,0.069825746,0.00196983,0.031285815,0.9999292,0.99993926,0.9998593,1863.6882,781.6503,92.02046,1356.5791,503.8848,64.25323,1.5161238,1.3174695,-28.357882,618.5451,3.681061,0.79217464,0.001187693,1.50E-05,0.9887607,0.9930825,0.9985207,0.99944115,12.117904,12.984478,12.682551,12.117904,12.984478,12.682551,2015.5,0,0,0,0,0,0,0,0,19.525425,128.7288,19.744783,24.93494,19.240591,29.799957,1.1528566,0.84773785,-0.72005564,3.5631862,1.112224,1.3184681,-0.4459309,2.6176364,84.963844,505631,4110001,185890,10493429,1650,9010,4,4,4,0,0,0,0,0,0,31,f,0122p320,PSF,G2,1.48E-07,Unknown
186.7158504,31.39530002,172.2327935,31.1754471,172.936817,83.15153915,9.90663E+15,4.01515E+18,3.96285E+16,1.16E+14,2.90E+14,232187.06,232265.9,232351.78,232338.1,0,0.01716108,18.503386,15.082932,9.561496,476.84424,270.3856,81.264015,0.9504685,0.966359,0.981041,2.19E-05,1.10E-05,0.000212197,0.002695188,0.004801892,0.01010917,0.9992219,0.9991154,0.99829185,1444.8955,653.2129,88.10195,953.8605,342.9088,49.57265,1.952568,-0.010127462,-34.20551,-1624.4137,3.905087,0.9030541,0.001134486,1.37E-05,0.99709594,0.9982155,0.9996191,0.9998562,14.067723,11.467227,7.269398,14.067734,11.467242,7.2694182,2015.5,0,0,0,0,0,0,0,0,19.440123,290.86185,19.431839,32.15657,19.483196,17.382587,1.1482344,0.55183697,2.4494648,6.815116,25.429806,2.8188531,-18.284298,5.055946,3.6631563,503769,3586421,188435,116856233,4266,9010,3,3,4,0,0,0,0,0,0,31,f,1865p315,PSF,G2,1.43E-07,Unknown
235.1909971,30.57017087,222.2403857,48.40266507,48.57921519,52.97714267,9.90663E+15,0,3.96285E+16,1.37E+12,1.05E+12,64303.53,62412.96,64364.996,64379.76,0,0.027952928,12.972398,13.828734,9.30492,257.82318,95.68802,31.514133,0.9205846,0.94578576,0.9693031,4.036718,2.9804912,3.6635885,0.000998219,0.001114574,0.28453165,0.9999948,0.99999297,0.9999846,1250.1372,295.72525,48.09945,880.5119,186.86128,29.777424,1.2939838,2.7713509,-108.362305,-2367.2383,4.488712,1.1889843,0.00297644,3.59E-05,0.995274,0.997095,0.9993797,0.99976575,10.083319,10.748941,7.232624,32.871494,32.75268,25.617838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.167015,498990,3657576,193693,37057740,3331,9010,3,2,2,0,0,0,0,0,0,0,f,2351p305,PSF,,1.87E-07,Unknown
244.1552515,24.94993198,235.7664686,45.36524521,42.31357608,44.1804401,9.90663E+15,1.30293E+18,2.30584E+18,2.43E+15,1.28E+15,1.65E+06,0,0,0,0,0.06429209,48.60542,67.37922,75.231674,288.2175,128.6002,67.918045,0.8266965,0.87967664,0.93080115,1.17E-05,1.89E-05,7.45E-05,0.13299811,0.001324591,0.17657146,0.9999645,0.99996454,0.9999284,1871.1625,753.66614,128.24677,1209.6467,448.25394,67.71562,18.214857,8.299867,11.4448595,-399.68866,3.685096,1.0164672,0.001276225,1.59E-05,0.9891635,0.993331,0.99857396,0.9994613,37.71845,52.287163,58.38077,37.71845,52.287163,58.38077,2015.5,0,0,0,0,0,0,0,0,17.99614,930.67816,18.264294,83.88191,17.527035,162.27846,1.2289675,0.22620034,0.2725797,50.8307,-9.932832,28.686172,-8.995432,18.85222,43.80434,470957,3645464,227510,37920149,590,9010,4,4,4,0,0,0,0,0,0,31,f,2442p250,PSF,G2,1.91E-07,Unknown
120.4477907,22.572143,117.9194486,2.03561056,199.2436292,25.0468534,9.90663E+15,6.80132E+17,3.96283E+16,1.25E+14,2.76E+14,356910.56,356943.25,357000.44,356996.12,0,0.07958722,21.599424,16.37322,9.943165,595.7512,255.66536,105.92444,0.7901011,0.8532523,0.9150566,0.000139933,0.000954222,0.003316136,0.050360937,0.003550789,0.005022435,0.99985737,0.999742,0.98848647,2460.8923,591.8488,116.20492,1476.0216,343.72632,63.66799,3.945409,-1.350648,-130.17888,2278.267,2.612439,0.58724326,0.000762901,1.02E-05,0.9866029,0.991751,0.998235,0.99933314,15.830842,12.000406,7.287633,15.830842,12.000406,7.287633,2015.5,0,0,0,0,0,0,0,0,19.317513,297.61215,19.18493,34.425934,19.299273,15.780305,1.2616324,0.5758453,1.9938831,7.3725615,-28.060017,2.4753525,-42.253895,5.999158,20.950676,457301,3892161,241494,19794450,3538,9010,4,4,4,0,0,0,0,0,0,31,f,1204p225,PSF,G2,1.29E-07,Unknown
13.56114788,31.3432126,25.1977056,23.42698304,123.6349549,-31.52470364,9.90663E+15,3.12773E+17,3.96285E+16,1.31E+14,2.15E+14,355533.78,355559.75,355591.8,355590.03,0,0.06652442,24.663721,27.266706,23.465412,322.58365,173.45064,55.182705,0.8212515,0.87576956,0.92848647,0.001080029,0.002945528,0.01793285,0.002415807,0.002268228,0.003669662,0.9996037,0.9994811,0.99921757,1207.1313,452.32425,64.98048,808.19183,279.4678,41.634384,6.0913687,4.0923047,55.351444,405.50705,3.001267,0.7716465,0.001443307,1.84E-05,0.9887894,0.9931003,0.9985244,0.9994426,17.895687,19.784382,17.026209,17.895853,19.784698,17.026737,2015.5,0,0,0,0,0,0,0,0,18.921535,217.85948,19.06932,28.649532,18.648071,35.664135,1.1879098,0.67628723,5.968121,7.981922,49.473576,1.8290118,-27.34564,4.149382,59.603756,501944,4110053,187942,9102901,2419,9010,2,2,2,0,0,0,0,0,0,31,f,0135p312,PSF,G2,1.25E-07,Unknown
316.400387,8.86734481,321.7618998,24.35957234,58.05213532,-24.55591117,9.90662E+15,1.74405E+18,3.9628E+16,7.46E+13,2.39E+14,394023.66,394585.6,394892.44,394823.9,0,0.13758658,19.177437,17.185575,12.963303,656.6454,411.39398,184.71394,0.665455,0.76006377,0.85773486,0.000758457,0.001279381,0.007848036,0.035586763,0.00209606,0.002507704,1,1,1,3160.2502,1107.0508,220.01782,1881.5187,624.55054,120.98298,5.443932,6.102465,38.92088,-2663.237,3.0707412,0.77771735,0.000869544,1.09E-05,0.9769529,0.98578244,0.9969507,0.9988475,14.824365,13.284635,10.020772,14.824371,13.284646,10.020798,2015.5,0,0,0,0,0,0,0,0,19.389748,299.59534,19.327312,39.326824,19.13995,28.161274,1.3127912,0.7291556,1.6725703,4.285328,-15.72101,1.5041513,-3.935618,2.4653795,71.29664,381869,3362636,333188,50758595,4336,9010,4,4,4,0,0,0,0,0,0,31,f,3163p087,PSF,G2,6.18E-08,Unknown
238.2186977,32.03072112,225.2375386,50.64829318,51.30983424,50.53368546,9.90663E+15,1.3697E+18,3.96285E+16,6.12E+13,5.23E+13,44922.383,44923.21,44929.945,44929.21,0,0.025194425,7.6754127,11.356445,5.895471,443.0609,133.47021,46.334896,0.92813265,0.9510024,0.97229,0,0,0,0.003422872,0.006124512,0.008448817,0.9986095,0.99625295,0.9969326,829.77234,200.94969,47.964355,552.0957,144.09297,25.683563,2.8090844,2.2225232,13.614049,583.2209,5.0368085,1.2114573,0.002699462,3.28E-05,0.9957394,0.99738127,0.9994409,0.9997889,5.8539367,8.661412,4.4963984,5.8539367,8.661412,4.4963984,2015.5,0,0,0,0,0,0,0,0,20.519594,147.38536,20.476025,13.002834,20.809772,7.580183,1.089296,1.1348338,2.3953736,2.6980333,5.943096,1.1154424,-27.252975,0.72512794,60.64083,506399,3657245,184485,39863582,4248,9010,2,2,2,0,0,0,0,0,0,31,f,2380p320,PSF,G2,1.43E-07,Unknown
111.8276016,32.89741003,108.5345926,10.85192454,185.8709693,21.35529048,9.90773E+15,8.93086E+17,3.96329E+16,2.47E+15,2.90E+15,5.80E+06,0,0,0,0,0.05408488,213.48305,324.69553,371.74814,50.618176,13.002754,15.373524,0.8520567,0.8977646,0.9414587,0.00019508,4.82E-05,9.77E-05,0.029814973,2.86E-06,0.17330259,0.99999994,1.0000001,1.000001,1078.4167,319.70786,93.440956,734.78143,189.75116,50.2066,99.52186,48.206028,-47.20412,-1578.0941,1.6808819,0.5422712,0.000861978,1.22E-05,0.9908761,0.99438685,0.9988002,0.99954677,165.64087,251.9303,288.4383,165.64087,251.9303,288.4383,2015.5,0,0,0,0,0,0,0,0,16.302143,1033.4132,16.641605,97.69364,15.7988615,327.6214,1.2135477,0.12049757,0.46907085,145.1522,1.568206,66.28866,-7.3528275,107.65322,39.84516,510841,3873143,179006,25992219,5005,9011,4,3,4,0,0,0,0,0,16,31,f,1117p330,PSF,G2,1.11E-07,Unknown
250.5545008,28.64636377,242.8029451,50.26577715,48.93949115,39.49512315,9.90663E+15,1.31078E+18,3.96285E+16,5.00E+15,3.43E+15,2.82E+06,0,0,0,0,0.040045824,141.58585,126.55536,102.41688,91.04844,42.01422,30.82034,0.8882129,0.9232521,0.9563168,0.044567347,0.00906809,0.005388269,0.00250297,0.001049201,0.017007886,0.9993106,0.9997529,0.99741167,1957.021,337.24417,50.754112,1243.373,204.77713,28.525501,13.598875,5.265068,-132.2874,-4112.4116,3.7342603,1.1052703,0.001232712,1.50E-05,0.9932364,0.99584085,0.9991115,0.9996644,110.2306,98.52872,79.735886,112.685684,99.057205,80.0365,2015.5,0,0,0,0,0,0,0,0,17.16206,987.81696,17.200272,194.85394,17.0405,148.76561,1.1843032,0.15171024,0.17366168,164.21349,-2.3606756,85.818825,-1.0959201,39.52308,47.50002,490269,3431884,205000,38148711,4314,9010,3,2,2,0,0,0,0,0,0,31,f,2504p287,PSF,G2,1.86E-07,Unknown
156.505243,28.01980051,147.8035922,16.91900932,202.7583406,57.88280083,9.90663E+15,7.28942E+17,3.96284E+16,3.19E+14,4.53E+14,409406.25,408757.22,408817.2,408797.03,0,0.026934389,45.631332,41.421906,34.02655,93.374725,101.55903,35.506027,0.92336446,0.9477086,0.9704049,5.85E-05,0.000218159,0.001312032,0.017186342,0.011637728,0.016728701,0.51729476,0.6668995,0.6712263,604.5661,391.95352,51.72659,362.98492,227.12746,27.623522,5.275889,4.303038,-129.56294,-344.76956,3.1278136,0.6872041,0.000705994,1.03E-05,0.99544585,0.99720067,0.99940234,0.9997743,35.541416,32.26277,26.502663,35.541416,32.26277,26.502663,2015.5,0,0,0,0,0,0,0,0,18.387117,417.1885,18.443121,33.034973,18.299986,24.984861,1.1579275,0.36730814,0.54967964,17.27485,-1.6766858,5.8526144,-1.738624,10.491262,6.196413,486131,3908025,207805,21214993,3918,9010,1,2,2,0,0,0,0,0,0,31,f,1564p280,PSF,G2,1.10E-07,Unknown
113.4873559,28.52317489,110.6475507,6.751910484,190.8068508,21.22038222,9.90663E+15,8.73318E+17,3.96284E+16,1.66E+14,1.73E+14,824788.7,824815.8,824852.2,824849.75,0,0.044375364,30.303913,23.394732,14.277269,602.50037,428.5,181.42737,0.8769019,0.91531575,0.95170987,3.11E-05,3.09E-05,8.83E-05,0.07402302,0.001763943,0.002497201,0.8407371,0.9614229,0.9999996,2112.5237,951.1558,215.50514,1441.1833,635.5076,125.34627,0.16226052,1.1949905,-104.24342,43.854706,2.9233124,0.6533635,0.000843285,1.08E-05,0.9925079,0.9953922,0.9990155,0.9996281,22.928358,17.700777,10.802379,22.928358,17.700777,10.802379,2015.5,0,0,0,0,0,0,0,0,18.947617,252.8415,18.826021,26.617674,18.918617,22.407612,1.2576072,0.59416205,4.1622314,7.8449097,-24.375637,2.8512897,-25.825476,3.2232811,19.287582,488521,3871336,205635,25416887,5672,9010,6,7,5,0,0,0,0,0,0,31,f,1134p285,PSF,G2,1.57E-07,Unknown
348.7293909,31.31745302,3.658280147,32.90883766,99.81446721,-27.18528594,9.90663E+15,1.90967E+18,3.96285E+16,2.93E+14,2.75E+14,325672.7,325823.28,326008.44,325978.22,0,0.08766542,28.058428,21.027548,12.511941,293.0052,197.36395,49.493134,0.77143145,0.839618,0.9068488,0.00085835,0.002130166,0.020647034,0.000963414,0.000638064,0.002080327,0.9999782,0.99998003,0.99995464,1080.0812,458.44226,54.43208,745.26624,281.3776,30.102451,0.52310544,0.64727974,3.8262076,437.36972,2.973415,0.7844782,0.001263643,1.54E-05,0.98525316,0.99091756,0.998056,0.9992655,21.765522,16.311518,9.70578,21.765528,16.311544,9.705839,2015.5,0,0,0,0,0,0,0,0,19.021881,408.20477,18.868456,53.476585,19.255482,14.882236,1.1880027,0.47010937,1.822216,11.343072,-5.4901466,3.627265,0.22352153,5.412304,73.18798,503093,3177919,189920,55578599,1818,9010,2,2,2,0,0,0,0,0,0,31,f,3487p312,PSF,G2,1.53E-07,Unknown
225.5013702,31.05418637,210.6231593,45.75313965,48.66394728,61.31037348,9.90663E+15,1.28819E+18,2.78167E+15,5.83E+14,3.19E+14,162583.56,162569.64,162576.97,162576.62,0,0.01989588,14.395397,18.82206,20.19841,350.90604,197.50607,48.788948,0.94280493,0.9611035,0.9780531,0,0,0,0.012899535,0.009916423,0.01170913,0.99805427,0.7529874,0.9954328,1186.6302,457.59106,59.58459,690.5673,253.97548,33.1823,5.482354,2.1428926,2.263081,-191.24109,4.637815,1.2313443,0.003527505,4.26E-05,0.99663395,0.9979314,0.99955845,0.9998333,11.183933,14.623053,15.692353,11.183933,14.623053,15.692353,2015.5,0,0,0,0,0,0,0,0,19.360292,387.18802,19.526623,48.374893,18.896532,51.73734,1.2820575,0.43806782,0.27805868,10.7237015,-2.5656729,9.503014,-7.880957,5.282781,71.70873,501436,3667753,190593,37491351,1253,9010,2,3,2,0,0,0,0,0,0,31,f,2255p310,PSF,G2,1.16E-07,Unknown
204.3163172,31.01761933,188.6492297,37.81784747,56.88316758,79.26501262,9.90663E+15,1.45666E+18,2.78167E+15,3.98E+14,4.97E+14,207953.23,207950.44,207952.3,207952.16,0,0.019119373,17.613987,23.334404,24.723314,316.159,120.75408,72.25758,0.9449746,0.96259284,0.97890055,8.88E-05,0.002558852,0.000485738,0.002949313,0.005381053,0.010863455,0.99792695,0.6702979,0.99472207,1059.0963,385.33786,85.84159,639.97485,207.68704,51.310444,6.742249,0.68229073,-64.96468,873.3169,3.8357747,0.91006994,0.001183372,1.54E-05,0.9967651,0.99801207,0.9995757,0.9998398,13.6633,18.10067,19.178057,13.6633,18.10067,19.178057,2015.5,0,0,0,0,0,0,0,0,19.148375,458.17285,19.358067,33.331337,18.690287,48.61685,1.2540269,0.3268526,0.67354256,10.111659,-0.48038706,9.271614,-6.3952475,13.634638,85.16577,501363,3612023,190533,42394273,2138,9010,2,2,4,0,0,0,0,0,0,31,f,2043p310,PSF,G2,1.22E-07,Unknown
209.5479571,40.66537407,187.2540802,48.30226599,81.71183761,70.69710045,9.90774E+15,1.4986E+18,3.96331E+16,1.33E+15,1.17E+15,301882.2,301903.03,301908.66,301905.84,0,0.011025747,58.27191,34.736217,16.990782,60.634644,55.176483,104.15994,0.9678884,0.97825414,0.9877775,0.000440207,0.000158469,0.000344912,0.065328784,9.89E-05,0.007126942,0.99999875,1.0000006,0.9999971,401.57465,234.00177,153.80518,307.27148,157.62753,78.38059,-0.04320253,-2.71034,16.417553,1528.1442,5.3330913,1.2689055,0.001425782,1.65E-05,0.9981332,0.99885315,0.99975526,0.9999076,45.206055,26.947584,13.181071,45.206055,26.947584,13.181071,2015.5,0,0,0,0,0,0,0,0,18.381111,461.09094,18.086931,65.47029,18.659864,46.190254,1.2908978,0.20443271,0.73337144,48.265102,-13.122038,30.340357,-4.7777953,23.608042,0.3833621,546932,3617618,136276,43614982,3308,9011,3,3,3,0,0,0,0,0,0,31,f,2094p407,PSF,G2,1.65E-07,Unknown
129.6520624,21.90779069,126.3735127,3.335339103,203.2449694,32.84281973,9.90663E+15,0,3.96283E+16,3.94E+11,3.13E+11,12998.789,12998.763,13000.17,12999.867,0,0.036844637,1.555791,2.3622003,2.9537017,3011.8433,751.3807,173.85852,0.8966698,0.92916435,0.9597375,0.003551407,0.002245497,0.007282087,0.00456838,0.003994213,0.007230902,0.99931437,0.9991918,0.9985772,3686.9312,945.87585,179.82751,2345.4177,505.00494,104.80988,4.609912,10.274294,-75.04961,-5364.1587,2.7521076,0.5574675,0.000458632,6.21E-06,0.99377537,0.99617267,0.9991825,0.99969125,1.210172,1.8374376,2.297537,1.2103003,1.8379138,2.29852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.865295,454665,3893926,246641,19359926,4785,9010,6,5,5,0,0,0,0,0,0,0,f,1295p220,PSF,,1.87E-07,Unknown
333.6794477,28.19960865,347.8165437,36.08527773,85.67716227,-23.11198936,9.90663E+15,1.89257E+18,3.96284E+16,6.48E+14,4.65E+14,1.43E+06,1.43E+06,1.43E+06,1.43E+06,0,0.09286021,30.740889,53.202213,66.30774,549.1003,209.18282,72.22113,0.7596594,0.83096564,0.9016096,5.11E-05,3.94E-05,0.000662166,0.0556668,0.000904573,0.001495721,0.99996346,0.9999805,0.9999731,2820.0027,1013.57513,103.967514,1932.7191,618.6358,70.496414,21.595116,9.08758,-6.5723696,1239.3485,3.2305374,0.88661337,0.001227336,1.54E-05,0.98438615,0.99038196,0.9979409,0.999222,23.851276,41.278595,51.446922,23.85128,41.2786,51.446926,2015.5,0,0,0,0,0,0,0,0,18.306995,641.0381,18.710096,54.69631,17.721144,90.259674,1.2365282,0.3157563,0.16710262,24.496939,-5.7973595,8.204898,-2.2359614,10.077778,67.79329,488029,3384150,208309,55080915,1145,9010,5,4,5,0,0,0,0,0,0,31,f,3337p282,PSF,G2,1.50E-07,Unknown
338.3743882,25.27376015,350.8144773,31.6196239,87.50960557,-27.94950659,9.90663E+15,1.87739E+18,2.78155E+15,3.60E+14,2.23E+14,306340.3,306440.78,306447.78,306443.94,0,0.051910512,24.544939,20.781597,14.2921,350.93457,186.40747,70.78763,0.85755867,0.90166557,0.9437448,9.07E-05,0.001641253,0.008493615,0.000998797,0.002315461,0.002341991,0.9999999,1,0.99999994,1783.6257,459.64575,77.80834,1143.8416,289.71933,50.743767,1.5953912,-0.2072274,9.3691635,450.0112,3.540895,0.8474425,0.00109124,1.34E-05,0.9912413,0.99461186,0.99884844,0.999565,19.058565,16.13642,11.097478,19.058565,16.13642,11.097478,2015.5,0,0,0,0,0,0,0,0,19.103752,379.24005,19.062347,38.792507,19.039078,29.73252,1.2138362,0.42367867,3.8960884,11.606544,9.807301,4.545349,6.567722,4.7153683,70.53054,472603,3166670,225730,54639167,4271,9010,3,3,3,0,0,0,0,0,0,31,f,3383p252,PSF,G2,2.21E-08,Unknown
208.1649763,31.60287745,192.0579824,39.84392233,55.14169876,75.94597614,9.90663E+15,1.45734E+18,2.78168E+15,2.11E+14,3.05E+14,216648.75,216673.33,216755.34,216747.42,0,0.013515177,15.640816,18.390251,17.196842,494.9303,189.02582,107.01681,0.96078205,0.9734101,0.9850386,0.00095767,0.00067472,0.002437829,0.002564932,0.002929373,0.006867758,0.9995584,0.99954504,0.9991168,1357.3812,449.4033,124.819176,897.1694,264.63483,73.965836,0.187157,5.4618025,-107.91384,-466.41397,4.206664,1.044839,0.001555591,1.87E-05,0.9977122,0.99859434,0.99970007,0.99988675,12.054166,14.17312,13.253375,12.05428,14.173363,13.253827,2015.5,0,0,0,0,0,0,0,0,19.368368,341.08237,19.573923,33.39483,19.012554,33.60144,1.1979358,0.48854744,6.2555575,9.534328,-20.031403,3.4065344,-3.0328722,8.131902,59.95093,503843,3608861,187472,42414191,1161,9010,3,3,5,0,0,0,0,0,0,31,f,2082p315,PSF,G2,1.38E-07,Unknown
270.4230941,31.32590976,270.6264502,54.76428636,57.35614088,23.62771598,9.90663E+15,4.6029E+18,2.78167E+15,1.32E+14,8.78E+13,77889.74,77916.31,77951.33,77947.3,0,0.04455433,12.004625,9.38453,7.0399776,392.42822,199.78561,75.48842,0.8764375,0.9149892,0.9515199,0,0,0,0.002702075,0.003528856,0.006046083,0.99558,0.6578276,0.9884467,1304.1096,354.31284,77.13243,778.9906,198.41193,51.333138,1.316862,2.541464,2.107331,43.508385,5.6778145,1.4939924,0.001699979,2.06E-05,0.9924778,0.99537367,0.9990115,0.99962664,9.32543,7.2900877,5.468793,9.32543,7.2900877,5.468793,2015.5,0,0,0,0,0,0,0,0,19.877275,205.36546,19.785578,10.619007,19.703835,7.347187,1.2975917,0.78779644,0.63107145,4.992594,-3.380727,1.6433188,-4.338429,1.2711422,35.52919,502824,3315788,188673,133962114,6492,9010,2,2,3,0,0,0,0,0,0,31,f,2702p312,PSF,G2,1.10E-07,Unknown
230.4493164,46.38621638,204.4806752,61.14331091,76.13074561,54.74533064,9.90774E+15,1.39586E+18,3.96332E+16,7.85E+15,6.98E+15,2.94E+06,0,0,0,0,0.022696696,131.90794,234.40413,286.3331,35.26898,15.536565,17.988077,0.9350205,0.95575076,0.97500247,0.000169711,0.000105306,3.80E-05,4.76E-05,0.022538982,0.003832486,1.0000002,1.0000008,0.9999997,508.75253,184.6793,122.16972,384.8352,129.00494,65.75847,91.81099,46.600746,18.04442,-79.382256,2.4466248,1.0608875,0.003922803,4.61E-05,0.996161,0.9976406,0.99949634,0.9998098,102.53005,182.19878,222.56238,102.53005,182.19878,222.56238,2015.5,0,0,0,0,0,0,0,0,16.696777,1493.9075,17.115479,185.79395,16.122366,273.30606,1.2216527,0.09939137,0.64203715,419.0309,-3.3877225,142.57433,-5.5925717,97.686066,77.00428,571024,3660056,108708,40625004,1058,9011,3,3,3,0,0,0,0,0,0,31,f,2305p465,PSF,G2,1.56E-07,Unknown
241.9399143,17.02312256,235.6330363,37.17423802,30.94765809,43.7008643,9.90663E+15,1.19965E+18,3.96282E+16,3.35E+14,5.18E+14,378516.6,378523.38,378532.5,378532.62,0,0.039371163,20.052994,30.161411,34.50116,478.47736,153.88776,61.90651,0.8899886,0.92449504,0.95703673,4.00E-06,7.36E-06,3.73E-05,0.002057575,0.15308002,0.017327184,0.993742,0.9995469,0.9978844,2103.9768,611.5686,74.1985,1257.832,358.61087,48.96388,16.210896,10.8327675,22.171095,-984.3695,3.5596964,0.90649205,0.001220568,1.53E-05,0.99334997,0.99591076,0.99912643,0.9996701,15.581932,23.436554,26.8087,15.581932,23.436554,26.8087,2015.5,0,0,0,0,0,0,0,0,18.888617,259.40936,19.050697,22.772556,18.355762,49.074562,1.327431,0.36587673,0.34933206,12.628389,0.19345638,7.72366,-5.8307676,11.1355505,97.62951,427904,3452241,277680,34914324,630,9010,4,4,4,0,0,0,32,0,2304,31,f,2420p170,PSF,G2,1.23E-07,Unknown
339.4798001,24.36977151,351.412837,30.37035045,87.86918308,-29.26255705,9.90663E+15,1.87704E+18,3.96284E+16,3.90E+14,2.80E+14,1.04E+06,1.04E+06,1.04E+06,1.04E+06,0,0.04072568,43.69372,32.076233,19.13098,375.30963,271.26898,124.6647,0.88642716,0.92200136,0.955592,9.85E-06,0.002356054,0.00052556,0.000236998,0.000679806,0.000393914,0.99999994,0.8002333,0.9999995,2295.4968,550.486,149.2079,1611.6,427.28058,102.938736,3.8441296,-0.7305477,28.708765,-340.53058,3.665028,0.85942394,0.00115052,1.44E-05,0.993122,0.9957704,0.99909645,0.9996587,34.017227,24.972569,14.8941965,34.017227,24.972569,14.8941965,2015.5,0,0,0,0,0,0,0,0,18.570654,516.71216,18.456442,40.68635,18.692654,48.08823,1.1952394,0.3798071,2.6983044,13.846478,5.8229885,6.100217,0.67961675,6.114721,88.63434,467372,3166517,231877,54629075,6315,9010,4,4,4,0,0,0,0,0,0,31,f,3393p242,PSF,G2,1.73E-07,Unknown
236.266971,27.72330657,224.9298274,46.02516289,44.16280906,51.67121904,9.90663E+15,1.22444E+18,3.96284E+16,1.09E+15,6.20E+14,412590.9,412592.78,412599.25,412599.53,0,0.030491894,25.742975,33.846874,36.22504,363.2768,110.8772,34.15981,0.9136916,0.9410095,0.96656203,4.19E-05,0.000124078,0.000402017,0.00257582,0.003392917,0.008423219,0.99970955,0.99960995,0.99936175,1613.9468,305.85083,41.720406,1008.4546,186.0532,21.717894,8.026867,4.6350207,23.94223,-688.76715,4.00311,0.99631804,0.002552408,2.98E-05,0.99484587,0.99683154,0.9993234,0.9997445,20.006449,26.30449,28.152708,20.006449,26.30449,28.152708,2015.5,0,0,0,0,0,0,0,0,18.735212,609.7087,18.963501,36.737373,18.328884,62.546978,1.2135206,0.35198644,0.10280268,25.241209,-6.4721775,12.875568,-5.5769677,8.15188,47.862347,485139,3657076,210080,35636017,2106,9010,3,2,2,0,0,0,0,0,0,31,f,2362p277,PSF,G2,1.18E-07,Unknown
